4. FACILITY NAME,8. ST,23. INDUSTRY SECTOR,37. CHEMICAL,42. CLEAN AIR ACT CHEMICAL,46. CARCINOGEN,47. PBT,48. PFAS,65. ON-SITE RELEASE TOTAL,88. OFF-SITE RELEASE TOTAL,104. OFF-SITE TREATED TOTAL,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7)
SYMRISE AG JACKSONVILLE,FL,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,256.5,0.0,0.0,0.0,256.5,0.0,0.0,127184.0,0.0,127440.5
EVONIK  CORP,WI,Chemicals,Nickel,YES,YES,NO,NO,0.11,651.3,0.0,37216.3,651.41,0.0,36565.0,0.0,0.0,37216.41
SPECIALTY PRODUCTS US LLC - POLYOX PLANT,WV,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,52733.0,52733.0,0.0,0.0,0.0,0.0,52733.0,52733.0
CYTEC ENGINEERED INC,MD,Chemicals,Aluminum (fume or dust),NO,NO,NO,NO,250.0,0.0,2108.0,25602.0,250.0,0.0,23494.0,0.0,2108.0,25852.0
TNEMEC CO INC,MD,Chemicals,Vanadium compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARCHEM LLC,SC,Chemicals,Diethanolamine,YES,NO,NO,NO,7.8,0.0,750.0,750.0,7.8,0.0,0.0,0.0,750.0,757.8
EXCELDA MANUFACTURING HOLDING LLC - BRIGHTON A,MI,Chemicals,Certain glycol ethers,YES,NO,NO,NO,1357.0,1797.0,0.0,1797.0,3154.0,0.0,0.0,0.0,0.0,3154.0
ARKEMA COATING RESINS,IL,Chemicals,Methyl methacrylate,YES,NO,NO,NO,500.0,260.0,510.0,770.0,760.0,0.0,0.0,10000.0,510.0,11270.0
CARESTREAM HEALTH INC,OR,Chemicals,Methanol,YES,NO,NO,NO,29312.0,3.7,2925.55,2929.25,29315.7,21399.0,0.0,794173.0,2925.55,847813.25
PCS PHOSPHATE CO INC,NE,Chemicals,Lead,NO,YES,YES,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACAMAS LABORATORIES INC,OR,Chemicals,Acetonitrile,YES,NO,NO,NO,267.66,0.0,0.0,37210.8,267.66,5709.97,0.0,0.0,0.0,43188.43
SHERWIN-WILLIAMS CO,PA,Chemicals,Silver compounds,NO,NO,NO,NO,0.0,648.0,0.0,648.0,648.0,0.0,0.0,0.0,0.0,648.0
CATALYST REFINERS INC,WV,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,0.0,2200211.0,2200211.0,0.0,0.0,0.0,0.0,2200211.0,2200211.0
SCHIRM USA INC.,TX,Chemicals,Thiobencarb,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE DOW CHEMICAL CO,MI,Chemicals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,173.0,0.0,0.0,0.0,173.0,0.0,0.0,9700.0,0.0,9873.0
PPG PROTECTIVE & MARINE COAT INGS,AR,Chemicals,Copper compounds,NO,NO,NO,NO,125.1,116330.0,0.0,116330.0,116455.1,0.0,0.0,0.0,0.0,116455.1
LANXESS SOLUTIONS US INC,NC,Chemicals,Diisocyanates,NO,NO,NO,NO,10.0,0.0,110061.0,110061.0,10.0,0.0,0.0,3350.0,110061.0,113421.0
FIRESTONE POLYMERS LLC,LA,Chemicals,Boron trifluoride,NO,NO,NO,NO,0.0,0.0,2298.0,2298.0,0.0,0.0,0.0,330.0,0.0,330.0
QUIN GLOBAL US INC,NE,Chemicals,Dichloromethane,YES,YES,NO,NO,6470.0,0.0,0.0,0.0,6470.0,6910.0,0.0,0.0,0.0,13380.0
HEXION INC.,OR,Chemicals,Formaldehyde,YES,YES,NO,NO,5571.0,6186.35,71223.86,77410.21,11757.35,166.0,0.0,0.0,71223.86,101623.21
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,Toluene,YES,NO,NO,NO,20.0,0.0,92.0,2448.0,20.0,0.0,0.0,129.0,92.0,2597.0
LANCO MANUFACTURING CORP,PR,Chemicals,Zinc (fume or dust),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENFIELD GLOBAL USA INC.,CT,Chemicals,Cyclohexane,NO,NO,NO,NO,54.18,0.0,2800.0,6160.0,54.18,0.0,0.0,0.0,2800.0,6214.18
HYDRITE CHEMICAL CO.,WI,Chemicals,Phthalic anhydride,YES,NO,NO,NO,34.4,0.0,0.0,0.0,34.4,0.0,0.0,748.13,0.0,782.53
3M CHEMICAL OPERATIONS' CORDOVA FACILITY,IL,Chemicals,Chloroethane,YES,NO,NO,NO,101.0,0.0,0.0,0.0,101.0,0.0,0.0,13151.0,0.0,13252.0
USALCO CENTREVILLE PLANT,MS,Chemicals,Formaldehyde,YES,YES,NO,NO,1099.0,0.0,0.0,0.0,1099.0,0.0,0.0,0.0,0.0,1099.0
SIKA CORP,MI,Chemicals,Styrene,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUBICON LLC,LA,Chemicals,Formaldehyde,YES,YES,NO,NO,540.0,130.0,150.0,280.0,670.0,0.0,0.0,0.0,150.0,820.0
PMC BIOGENIX INC,TN,Chemicals,Zinc compounds,NO,NO,NO,NO,6.0,8996.0,0.0,8996.0,9002.0,0.0,0.0,0.0,0.0,9002.0
BRIDGEPORT ETHANOL LLC,NE,Chemicals,Cyclohexane,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECONOMY MUD PRODUCTS CO,TX,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORREST PAINT CO DBA FORREST TECHNICAL COATINGS,OR,Chemicals,Toluene,YES,NO,NO,NO,7093.0,0.0,276.0,18346.0,7093.0,44255.0,0.0,4360.0,276.0,74054.0
TNEMEC CO INC,MD,Chemicals,Methyl isobutyl ketone,YES,YES,NO,NO,1040.0,0.0,0.0,78288.0,1040.0,25277.0,0.0,0.0,0.0,104605.0
SHELL NORCO CHEMICAL PLANT,LA,Chemicals,Dioxin and dioxin-like compounds,YES,YES,YES,NO,0.0,0.0,0.209,0.209,0.0,0.234,0.0,0.234,0.209,0.678
JACAM MANUFACTURING 2013 LLC - JACAM SOUTHWEST SONORA,TX,Chemicals,Methanol,YES,NO,NO,NO,750.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,750.0
LUBRIZOL CORP,TX,Chemicals,N-Hydroxyethylethylenediamine,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOURYON SURFACE CHEMISTRY LLC,NC,Chemicals,Acrylonitrile,YES,YES,NO,NO,868.0,4.6,0.0,4.6,872.6,0.0,0.0,253885.0,0.0,254757.6
DUBOIS CHEMICALS INC. - HAMILTON OH (EAGLE),OH,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAR RESEARCH INC. (DBA FAR CHEMICAL INC.),FL,Chemicals,Bromine,NO,NO,NO,NO,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,"1,2-Dichloropropane",YES,YES,NO,NO,2760.0,0.0,35.0,35.0,2760.0,2922879.0,0.0,1030854.0,35.0,6251875.0
RSA MICROTECH LLC,KS,Chemicals,Zinc compounds,NO,NO,NO,NO,10.0,5.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,15.0
HURON ENERGY,SD,Chemicals,n-Hexane,YES,NO,NO,NO,2340.0,0.0,0.0,0.0,2340.0,0.0,0.0,1201.0,0.0,3541.0
GENESIS CUSTOM CHEMICAL BLENDING,TX,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,556.78,6340.0,0.0,6340.0,6896.78,0.0,0.0,0.0,0.0,6896.78
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),LA,Chemicals,"1,2-Dibromoethane",YES,YES,NO,NO,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
BAYER CROPSCIENCE LP - KC,MO,Chemicals,2-Methyllactonitrile,NO,NO,NO,NO,13.0,0.0,4200.0,4200.0,13.0,0.0,0.0,0.0,4200.0,4213.0
TAKASAGO INTERNATIONAL CORP (USA),NY,Chemicals,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",NO,NO,YES,NO,102.1,0.0,4908.0,5070.99,102.1,0.0,5.0,0.0,4908.0,5173.09
NORTHROP GRUMMAN SYSTEMS CORP (NEW RIVER ENERGETICS),VA,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,88.9,0.0,130819.0,130819.0,88.9,731.0,0.0,0.0,130819.0,131638.9
AGROLIQUID - ASHLEY,MI,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYONDELL CHEMICAL CO BAYPORT FACILITY,TX,Chemicals,Molybdenum trioxide,NO,YES,NO,NO,4552.0,2382.0,12508.0,14890.0,6934.0,0.0,0.0,452953.0,12508.0,472395.0
BAKER PETROLITE BAYPORT FACILI TY,TX,Chemicals,Antimony  And Antimony Compounds,YES,NO,NO,NO,0.0,250.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,250.0
AVANTOR PERFORMANCE MATERIALS,NJ,Chemicals,Toluene,YES,NO,NO,NO,2962.0,0.0,29563.0,51735.0,2962.0,0.0,0.0,0.0,29563.0,54697.0
BUSHMILLS ETHANOL INC,MN,Chemicals,Toluene,YES,NO,NO,NO,312.6,0.0,0.0,0.0,312.6,0.0,0.0,4410.0,0.0,4722.6
HALLIBURTON PORT FOURCHON NORTH FACILITY,LA,Chemicals,Formic acid,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINERAL PROCESSING (0388000025),OH,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,TX,Chemicals,Isoprene,NO,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEMONS CONCRETE COATINGS,TN,Chemicals,Certain glycol ethers,YES,NO,NO,NO,11929.2,0.0,0.0,0.0,11929.2,0.0,0.0,0.0,0.0,11929.2
EASTMAN KODAK CO EASTMAN BUSINESS PARK,NY,Chemicals,Ethylene glycol,YES,NO,NO,NO,1105.0,58.0,399.0,457.0,1163.0,0.0,0.0,0.0,399.0,1562.0
POLYNT COMPOSITES USA INC.,FL,Chemicals,Ethylbenzene,YES,YES,NO,NO,53.3,0.0,0.0,0.0,53.3,0.0,0.0,0.0,0.0,53.3
DEER PARK_TX (ROH),TX,Chemicals,Propylene,NO,NO,NO,NO,4098.0,0.0,0.0,0.0,4098.0,0.0,0.0,177.0,0.0,1520536.0
WACKER CHEMICAL CORP POLYMERS DIV,KY,Chemicals,Maleic anhydride,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAYPORT POLYMERS LLC - HDPE PLANT,TX,Chemicals,Ethylene,NO,NO,NO,NO,56752.0,0.0,0.0,0.0,56752.0,0.0,0.0,3062128.0,0.0,6623216.0
WESTLAKE COMPOUNDS LLC,MS,Chemicals,Antimony  And Antimony Compounds,YES,NO,NO,NO,242.8,0.0,0.0,0.0,242.8,0.0,0.0,0.0,0.0,242.8
STANCHEM INC,CT,Chemicals,Butyl acrylate,NO,NO,NO,NO,373.5,0.0,963.0,963.0,373.5,0.0,0.0,6000.2,963.0,7336.7
WESTLAKE US 2 LLC,LA,Chemicals,Dioxin and dioxin-like compounds,YES,YES,YES,NO,19.506,72.755,557.199,629.954,92.261,0.0,0.0,12116.103,557.199,12765.564
BOLD FORMULATORS OCILLA PLANT,GA,Chemicals,Captan,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLNEX USA INC. WALLINGFORD CT SITE,CT,Chemicals,Ethylene glycol,YES,NO,NO,NO,50.0,0.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,60.0
SHERWIN-WILLIAMS CO,IL,Chemicals,Zinc compounds,NO,NO,NO,NO,28.0,1558.0,0.0,1558.0,1586.0,0.0,0.0,0.0,0.0,1586.0
CYGNET AUTOMATED CLEANING LLC,MI,Chemicals,Ethylbenzene,YES,YES,NO,NO,124.0,0.0,0.0,55307.0,124.0,0.0,0.0,0.0,0.0,55431.0
HAMPFORD RESEARCH INC,CT,Chemicals,Toluene,YES,NO,NO,NO,548.0,5200.0,24289.0,38020.0,5748.0,0.0,0.0,0.0,24289.0,38568.0
CPJ TECHNOLOGIES,SC,Chemicals,Toluene,YES,NO,NO,NO,16.39,2.66,0.0,2.66,19.05,0.0,0.0,0.0,0.0,19.05
U.S. PAINT CORP,MO,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,265.0,0.0,0.0,497.0,265.0,0.0,0.0,0.0,0.0,762.0
COS-MAR CO,LA,Chemicals,Cumene,YES,YES,NO,NO,1215.0,0.0,0.0,0.0,1215.0,0.0,0.0,58000.0,0.0,59215.0
THE LYCRA CO LLC,VA,Chemicals,Diisocyanates,NO,NO,NO,NO,18.0,6460.0,0.0,6460.0,6478.0,0.0,0.0,0.0,0.0,6478.0
HALDOR TOPSOE INC,TX,Chemicals,Mercury,YES,NO,YES,NO,0.0,0.0,0.0,311.0,0.0,0.0,311.0,0.0,0.0,311.0
VALERO RENEWABLE FUELS-MOUNT VERNON,IN,Chemicals,Formaldehyde,YES,YES,NO,NO,2015.0,0.0,0.0,0.0,2015.0,0.0,0.0,64000.0,0.0,66015.0
SHERWIN-WILLIAMS CO,TX,Chemicals,Toluene,YES,NO,NO,NO,5279.0,35.0,456.0,53253.0,5314.0,0.0,0.0,3255.0,456.0,61787.0
SURPASS CHEMICAL CO. INC.,NY,Chemicals,Methanol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCHEM CORP,SC,Chemicals,Methanol,YES,NO,NO,NO,35.0,8.0,92.0,4006.0,43.0,0.0,0.0,0.0,92.0,4041.0
ALBEMARLE U.S. INC.,TN,Chemicals,Ethylbenzene,YES,YES,NO,NO,6678.0,0.0,0.0,0.0,6678.0,0.0,0.0,354.0,0.0,7032.0
GENESIS CUSTOM CHEMICAL BLENDING,TX,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,547.84,74.0,0.0,74.0,621.84,0.0,0.0,0.0,0.0,621.84
SHELL CHEMICAL LP,LA,Chemicals,Silver,NO,NO,NO,NO,9.0,105.0,0.0,61138.0,114.0,0.0,61033.0,0.0,0.0,61147.0
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,MI,Chemicals,Propylene oxide,YES,YES,NO,NO,30.0,0.0,0.0,0.0,30.0,0.0,0.0,29735.0,0.0,29765.0
WHITE ENERGY HEREFORD LLC,TX,Chemicals,Toluene,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUST-OLEUM CORP IN MD,MD,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,1052.0,73.0,0.0,73.0,1125.0,0.0,0.0,0.0,0.0,1125.0
LACC LLC US/LOTTE CHEMICAL LOUISIANA LLC,LA,Chemicals,Polycyclic aromatic compounds,YES,YES,YES,NO,5.114,0.0,0.0,0.0,5.114,0.0,0.0,7.474,0.0,12.588
LAMBERTI USA CONROE PLANT 8920,TX,Chemicals,Ethylene glycol,YES,NO,NO,NO,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3
WESTLAKE PETROCHEMICALS ETHYLENE,LA,Chemicals,Methyl tert-butyl ether,YES,NO,NO,NO,231.97,0.0,0.0,0.0,231.97,0.0,0.0,0.0,0.0,231.97
SOLVAY SPECIALTY POLYMERS USA LLC,NJ,Chemicals,Nitric acid,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112638.4,0.0,112638.4
HENKEL CORP,GA,Chemicals,Nickel compounds,YES,YES,NO,NO,1.0,121.64,0.0,121.64,122.64,0.0,0.0,0.0,0.0,122.64
NIPPON PAINT AUTOMOTIVE AMERICAS INC,OH,Chemicals,Sodium nitrite,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERSTORP POLYOLS INC,OH,Chemicals,Butyraldehyde,NO,NO,NO,NO,75.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,75.0
GALATA CHEMICALS LLC - GALATA TAFT FACILITY,LA,Chemicals,Ammonia,NO,NO,NO,NO,2063.0,0.0,0.0,0.0,2063.0,0.0,0.0,0.0,0.0,2063.0
ADVANCE COATINGS CO,MA,Chemicals,Dicyclopentadiene,NO,NO,NO,NO,1073.0,0.0,448.0,448.0,1073.0,0.0,0.0,18740.0,448.0,20261.0
SOLVAY USA LLC,SC,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,0.62,10871.1,10871.72,0.62,0.0,0.0,10540.0,10871.1,21411.72
SASOL CHEMICALS (USA) LLC-LAKE CHARLES CHEMICAL COMPLEX,LA,Chemicals,Copper compounds,NO,NO,NO,NO,175.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,175.0
DEEPWATER CHEMICALS INC.,OK,Chemicals,Silver compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXY VINYLS LP DEER PARK-VCM PLANT,TX,Chemicals,Dichloromethane,YES,YES,NO,NO,0.005,0.0,0.05,0.05,0.005,0.0,0.0,26616.0,0.05,26616.055
POLYCHEMIE INC,IL,Chemicals,Dimethylamine,NO,NO,NO,NO,346.0,0.0,0.0,0.0,346.0,6500.0,0.0,0.0,0.0,6850.0
LAMBERTI USA CONROE PLANT 8910,TX,Chemicals,Diethyl sulfate,YES,YES,NO,NO,9.2,72.8,0.0,72.8,82.0,0.0,0.0,0.0,0.0,82.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0
CONTROL SOLUTIONS INC.,TX,Chemicals,Oxadiazon,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANITE FALLS ENERGY LLC,MN,Chemicals,Methanol,YES,NO,NO,NO,1103.12,0.0,0.0,0.0,1103.12,2889.4,0.0,76961.6,0.0,80954.12
PLAINVIEW BIOENERGY LLC,TX,Chemicals,n-Hexane,YES,NO,NO,NO,4375.0,0.0,0.0,0.0,4375.0,0.0,0.0,0.0,0.0,4375.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,TX,Chemicals,Methanol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLYNT COMPOSITES USA INC.,MO,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,7798.0,1629.02,143.08,278626.1,9427.02,1789.0,0.0,19730.0,143.08,307943.1
DEER PARK_TX (ROH),TX,Chemicals,Copper  And Copper Compounds,NO,NO,NO,NO,1037.0,18.0,0.0,18.0,1055.0,0.0,0.0,0.0,0.0,1055.0
INEOS STYROLUTION AMERICA LLC,IL,Chemicals,Ethylbenzene,YES,YES,NO,NO,2828.5,0.0,22292.6,23487.3,2828.5,6469.7,0.0,3.9,22292.6,32789.4
SOLVAY USA LLC,GA,Chemicals,Methyl acrylate,NO,YES,NO,NO,505.0,0.0,0.0,0.0,505.0,0.0,0.0,22.0,0.0,527.0
EQUISTAR CHEMICALS LP CHOCOLATE BAYOU POLYMERS PLANT,TX,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPG INDUSTRIES INC,NV,Chemicals,3-Iodo-2-propynyl butylcarbamate,NO,NO,NO,NO,291.35,0.0,0.0,694.0,291.35,0.0,694.0,0.0,0.0,985.35
VOLUNTEER ADHESIVE CORP,TN,Chemicals,Trichloroethylene,YES,YES,NO,NO,6564.87,0.0,0.0,0.0,6564.87,0.0,0.0,0.0,0.0,6564.87
C3E LLC (DBA CHEM TECH),IN,Chemicals,1-Bromopropane,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WACKER CHEMICAL CORP POLYMERS DIV,KY,Chemicals,Ammonia,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELANESE EMULSIONS ENOREE PLANT,SC,Chemicals,Vinyl acetate,YES,YES,NO,NO,80000.0,0.0,0.0,0.0,80000.0,0.0,0.0,1156000.0,0.0,1235600.0
DIAMOND GREEN DIESEL PORT ARTHUR FACILITY,TX,Chemicals,Propylene,NO,NO,NO,NO,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
NITTO DENKO AVECIA INC.,OH,Chemicals,Toluene,YES,NO,NO,NO,9.0,0.0,0.0,20249.0,9.0,0.0,0.0,0.0,0.0,20258.0
BORGER CARBON BLACK PLANT,TX,Chemicals,Ammonia,NO,NO,NO,NO,531.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,531.0
ASCENT CHEMICALS - DANVILLE,VA,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,4411.0,0.0,0.0,81862.0,4411.0,837290.0,40195.0,0.0,0.0,923563.0
ECOVYST CATALYST TECHNOLOGIES LLC,KS,Chemicals,Copper compounds,NO,NO,NO,NO,0.0,203.2,0.0,203.2,203.2,0.0,0.0,0.0,0.0,203.2
SOUTHWEST DISTRIBUTING CO.,AZ,Chemicals,Zinc compounds,NO,NO,NO,NO,750.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,750.0
UNION CARBIDE CORP INSTITUTE FACILITY,WV,Chemicals,Silver And Silver Compounds,NO,NO,NO,NO,49.0,0.0,0.0,126976.0,49.0,0.0,126976.0,0.0,0.0,127025.0
ROYAL OAK ENTERPRISES-SNOW,AR,Chemicals,Methanol,YES,NO,NO,NO,560.0,0.0,0.0,0.0,560.0,0.0,0.0,925870.0,0.0,926430.0
TIARCO-RST,GA,Chemicals,Methyl acrylate,NO,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSBIO,CA,Chemicals,"N,N-Dimethylformamide",YES,YES,NO,NO,1.26,0.0,0.0,33768.0,1.26,0.0,33768.0,0.0,0.0,33769.26
AMFINE CHEMICAL CORP,KY,Chemicals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,NO,NO,0.23,0.0,1098.0,1098.0,0.23,0.0,0.0,0.0,1098.0,1098.23
ALDRICH CHEMICAL CO LLC,WI,Chemicals,Dichloromethane,YES,YES,NO,NO,258.343,249.039,16846.381,248750.42,507.382,0.0,0.0,0.0,16846.381,249008.763
OMNIUM,MO,Chemicals,Bifenthrin,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDEPENDENCE OILFIELD CHEMICALS MIDLAND TX,TX,Chemicals,Methanol,YES,NO,NO,NO,1500.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
TECHNIC INC,RI,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,0.0,22741.0,22741.0,0.0,0.0,0.0,0.0,22741.0,22741.0
FRESENIUS MEDICAL CARE,UT,Chemicals,Diisocyanates,NO,NO,NO,NO,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0
HENKEL PUERTO RICO INC,PR,Chemicals,Diisocyanates,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPG INDUSTRIES GREENSBORO POWDER,NC,Chemicals,Zinc compounds,NO,NO,NO,NO,135.5,6726.8,0.0,6726.8,6862.3,0.0,0.0,0.0,0.0,6862.3
HUNTSMAN INTERNATIONAL LLC,TX,Chemicals,"1,4-Dioxane",YES,YES,NO,NO,328.5,276517.0,0.0,276517.0,276845.5,0.0,0.0,0.0,0.0,276845.5
ECOLAB INC.,TX,Chemicals,Peracetic acid,NO,NO,NO,NO,129.0,0.0,1900.0,1900.0,129.0,0.0,0.0,0.0,1900.0,2029.0
INEOS USA LLC - CHOCOLATE BAYOU PLANT,TX,Chemicals,Acetonitrile,YES,NO,NO,NO,5896.0,0.0,94.0,94.0,5896.0,0.0,0.0,29757.0,94.0,60391.0
LANXESS - CENTRAL,AR,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,9494.0,0.0,0.0,0.0,9494.0,0.0,0.0,52977.0,0.0,62471.0
CHEMOURS CO - FAYETTEVILLE WORKS,NC,Chemicals,Ammonia,NO,NO,NO,NO,4879.0,4618.0,6951.0,11569.0,9497.0,0.0,0.0,0.0,6951.0,16448.0
IFS COATINGS INC.,TX,Chemicals,Zinc (fume or dust),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF CORP,MI,Chemicals,n-Hexane,YES,NO,NO,NO,825.0,0.0,1023.0,1405.0,825.0,0.0,0.0,0.0,1023.0,2230.0
ADM DECATUR COMPLEX,IL,Chemicals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,NO,NO,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
TURF CARE SUPPLY-HATFIELD PLANT,MA,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,NO,NO,19.0,32743.0,0.0,32743.0,32762.0,481.0,0.0,0.0,0.0,33243.0
VALTRIS SPECIALTY CHEMICALS-DELAWARE RIVER PLANT,NJ,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,2703.0,0.0,0.0,9071.0,2703.0,0.0,0.0,26382.0,0.0,38156.0
SHERWIN-WILLIAMS CO,TX,Chemicals,Manganese compounds,YES,NO,NO,NO,0.0,1827.0,0.0,1827.0,1827.0,0.0,0.0,0.0,0.0,1827.0
ORIENT CORP OF AMERICA,DE,Chemicals,Diphenylamine,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALHOUN PLASTICS & CHEMICALS,GA,Chemicals,Diisocyanates,NO,NO,NO,NO,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0
WESTERN PLAINS ENERGY LLC,KS,Chemicals,Cyclohexane,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
