4. FACILITY NAME,8. ST,23. INDUSTRY SECTOR,37. CHEMICAL,42. CLEAN AIR ACT CHEMICAL,46. CARCINOGEN,47. PBT,48. PFAS,65. ON-SITE RELEASE TOTAL,88. OFF-SITE RELEASE TOTAL,104. OFF-SITE TREATED TOTAL,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7)
SHERWIN-WILLIAMS CO,OH,Chemicals,"4,4'-Isopropylidenediphenol",YES,NO,NO,NO,0.0,0.0,748.0,874.0,0.0,0.0,0.0,0.0,748.0,874.0
ADM CORN PROCESSING,IA,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,11895.0,107058.0,118953.0,11895.0,0.0,0.0,0.0,107058.0,118953.0
LASER PRODUCT INC,PR,Chemicals,Chlorine,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,TN,Chemicals,Propylene,NO,NO,NO,NO,15164.0,0.0,0.0,0.0,15164.0,0.0,0.0,0.0,0.0,179265.0
SEATEX CORP,TX,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,1063.0,7700.0,0.0,7700.0,8763.0,0.0,0.0,0.0,0.0,8763.0
FREEPORT_OLIN BC,TX,Chemicals,Glycidol,NO,YES,NO,NO,1.0,0.0,3166948.0,3166948.0,1.0,0.0,0.0,0.0,3166948.0,3166949.0
AMERICAN POLYMERS CORP DBA POLYCOAT PRODUCTS,CA,Chemicals,Diisocyanates,NO,NO,NO,NO,0.0,0.0,0.0,3447.0,0.0,0.0,3447.0,0.0,0.0,3447.0
MILLER WASTE MILLS (DBA RTP CO.),MN,Chemicals,Sodium nitrite,NO,NO,NO,NO,255.0,201.0,0.0,201.0,456.0,0.0,0.0,0.0,0.0,456.0
SABIC INNOVATIVE PLASTICS MT. VERNON LLC,IN,Chemicals,Toluene,YES,NO,NO,NO,56626.0,0.0,14877.0,14877.0,56626.0,91119041.0,0.0,68000.0,14877.0,91303544.0
MATERION ADVANCED CHEMICALS,WI,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,9321.95,0.0,9321.95,9321.95,0.0,0.0,0.0,0.0,9321.95
HALLSTAR CO ESTER SOLUTIONS FACILITY,IL,Chemicals,Methanol,YES,NO,NO,NO,1962.0,1002.88,11533.12,12536.0,2964.88,0.0,0.0,0.0,11533.12,14498.0
ALTUGLAS LLC,PA,Chemicals,Ethyl acrylate,YES,YES,NO,NO,3352.0,0.0,27500.0,27500.0,3352.0,0.0,0.0,0.0,27500.0,30850.0
WESTLAKE PETROCHEMICALS ETHYLENE,LA,Chemicals,Biphenyl,YES,NO,NO,NO,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,0.0,6.53
MATERION ADVANCED CHEMICALS,WI,Chemicals,Arsenic  And Arsenic Compounds,YES,YES,NO,NO,3.37,30633.38,0.0,30633.38,30636.75,0.0,0.0,0.0,0.0,30636.75
LITTLE SIOUX CORN PROCESSORS LLC,IA,Chemicals,Toluene,YES,NO,NO,NO,55.8,0.0,0.0,0.0,55.8,0.0,0.0,0.0,0.0,55.8
DUPONT PONTCHARTRAIN WORKS,LA,Chemicals,p-Phenylenediamine,YES,NO,NO,NO,2232.0,0.0,3911.0,3911.0,2232.0,0.0,0.0,433.0,3911.0,843950.0
OCCIDENTAL CHEMICAL CORP,LA,Chemicals,Asbestos (friable),YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXALTA COATING SYSTEMS USA LLC-FRONT ROYAL PLANT,VA,Chemicals,Naphthalene,YES,YES,NO,NO,60.0,0.0,0.0,57.0,60.0,0.0,57.0,0.0,0.0,117.0
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,"4,4'-Isopropylidenediphenol",YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,223.0
STI POLYMER INC,NC,Chemicals,Vinyl acetate,YES,YES,NO,NO,4.7,0.11,0.89,1.0,4.81,0.0,0.0,6.0,0.89,11.7
COFFEYVILLE RESOURCES NITROGEN FERTILIZERS LLC,KS,Chemicals,Cumene,YES,YES,NO,NO,0.0,0.007,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.007
DYNO NOBEL INC,IL,Chemicals,Ammonia,NO,NO,NO,NO,511.0,0.0,0.0,0.0,511.0,757.0,0.0,0.0,0.0,1268.0
CHEMSTATION MID-SOUTH,TN,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEOLIA WATER TECHNOLOGIES & SOLUTIONS INC. - ADDISON,IL,Chemicals,Naphthalene,YES,YES,NO,NO,181.0,0.0,2400.0,2474.0,181.0,0.0,0.0,0.0,2400.0,2654.0
VALERO RENEWABLE FUELS ALBERT CITY*,IA,Chemicals,Formic acid,NO,NO,NO,NO,1144.0,0.0,0.0,0.0,1144.0,0.0,0.0,27614.0,0.0,28758.0
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,SC,Chemicals,Biphenyl,YES,NO,NO,NO,9818.0,0.0,1022.0,1022.0,9818.0,0.0,0.0,0.0,1022.0,10840.0
GRANITE FALLS ENERGY LLC,MN,Chemicals,Ammonia,NO,NO,NO,NO,6072.347,0.0,0.0,0.0,6072.347,0.0,0.0,914199.3,0.0,920271.647
ALBEMARLE CORP SOUTH PLANT,AR,Chemicals,1-Bromopropane,YES,YES,NO,NO,10896.0,0.0,0.0,0.0,10896.0,72904.0,0.0,0.0,0.0,83800.0
SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY,LA,Chemicals,2-Nitrophenol,NO,NO,NO,NO,50.0,5800.0,0.0,5800.0,5850.0,0.0,0.0,0.0,0.0,5850.0
WESTLAKE CHEMICALS & VINYLS LLC,LA,Chemicals,Chlorobenzene,YES,NO,NO,NO,40.61,0.0,16821.24,16821.24,40.61,0.0,0.0,0.0,16821.24,16861.85
BASF CORP,LA,Chemicals,Benzene,YES,YES,NO,NO,5865.0,0.0,0.0,0.0,5865.0,0.0,0.0,2290000.0,0.0,2295865.0
HEXION INC,LA,Chemicals,Methanol,YES,NO,NO,NO,39800.0,0.0,108344.0,108344.0,39800.0,150700.0,0.0,759000.0,108344.0,1774844.0
WM BARR & CO INC,TN,Chemicals,Methanol,YES,NO,NO,NO,2998.0,1.36,812.64,814.0,2999.36,0.0,0.0,0.0,812.64,3812.0
MFG CHEMICAL INC,GA,Chemicals,Methanol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALLMAN LINDSAY PAINT,WI,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,727.0,0.0,1200.0,1200.0,727.0,0.0,0.0,0.0,1200.0,1927.0
IFS INDUSTRIES INC,PA,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,55.15,65.89,121.04,55.15,0.0,0.0,0.0,65.89,121.04
SABIC INNOVATIVE PLASTICS US LLC,IL,Chemicals,Lead  And Lead Compounds,YES,NO,YES,NO,7.0,0.6,0.0,195.6,7.6,0.0,195.0,0.0,0.0,202.6
3M CHEMICAL OPERATIONS' DECATUR FACILITY,AL,Chemicals,Vinyl acetate,YES,YES,NO,NO,879.32,0.0,24.0,24.0,879.32,0.0,0.0,0.0,24.0,903.32
HUNTSMAN ADVANCED MATERIALS LLC,AL,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,53.61,0.0,0.0,14330.0,53.61,0.0,0.0,8.73,0.0,14392.34
WESTLAKE LONGVIEW CORP,TX,Chemicals,Zinc compounds,NO,NO,NO,NO,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
WESTLAKE CHEMICALS & VINYLS LLC,LA,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,13023.23,0.0,0.0,0.0,13023.23,0.0,0.0,9163952.55,0.0,9176345.4
ABBVIE LTD,PR,Chemicals,Ammonia,NO,NO,NO,NO,480.05,250.0,250.0,500.0,730.05,0.0,0.0,0.0,250.0,980.05
NOURYON PULP & PERFORMANCE CHEMICALS LLC,MS,Chemicals,Naphthalene,YES,YES,NO,NO,11236.57,0.0,0.0,0.0,11236.57,0.0,0.0,0.0,0.0,11236.57
INEOS OLIGOMERS USA LLC,TX,Chemicals,Ammonia,NO,NO,NO,NO,5745.56,27882.0,0.0,27882.0,33627.56,0.0,0.0,274296.13,0.0,307923.69
EDEN CUSTOM PROCESSING LLC,NC,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,NO,NO,510.0,298070.6,9517.4,307588.0,298580.6,2524684.0,0.0,0.0,9517.4,2832782.0
MPM SILICONES LLC,WV,Chemicals,Allyl chloride,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAVAGO MANUFACTURING AMERICAS,TN,Chemicals,Tetrabromobisphenol A,YES,NO,YES,NO,18.0,0.0,27.0,27.0,18.0,0.0,0.0,0.0,27.0,45.0
INV NYLON CHEMICALS AMERICAS ORANGE SITE,TX,Chemicals,Acetonitrile,YES,NO,NO,NO,5438.0,0.0,0.0,0.0,5438.0,0.0,0.0,20000.0,0.0,195438.0
BASIN ELECTRIC ANTELOPE VALLEY STATION,ND,Chemicals,Vanadium compounds,NO,NO,NO,NO,20976.0,0.0,0.0,0.0,20976.0,13000.0,0.0,0.0,0.0,33976.0
VERANOVA L.P.,NJ,Chemicals,Dichloromethane,YES,YES,NO,NO,521.0,0.0,14523.84,371014.84,521.0,0.0,0.0,17205.0,14523.84,388740.84
OQ CHEMICALS CORP BAY CITY PLANT,TX,Chemicals,Diethanolamine,YES,NO,NO,NO,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,73.0
TURF CARE SUPPLY LLC.,FL,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTLAKE VINYLS CO,LA,Chemicals,Acetophenone,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTLAKE PETROCHEMICALS ETHYLENE,LA,Chemicals,Benzene,YES,YES,NO,NO,3081.9,0.0,2843.13,2843.13,3081.9,0.0,0.0,289385.08,2843.13,297467.34
SOLVAY USA INC,LA,Chemicals,Methanol,YES,NO,NO,NO,3488.0,0.0,0.0,0.0,3488.0,0.0,0.0,64291.0,0.0,67779.0
INX INTERNATIONAL INK CO.,NY,Chemicals,Barium,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCIDENTAL CHEMICAL CORP,TX,Chemicals,Hexachlorobenzene,YES,YES,YES,NO,0.02,6.0,0.03,6.03,6.02,0.0,0.0,2693.0,0.03,2699.05
NISSAN CHEMICAL AMERICA PASADENA PLANT,TX,Chemicals,Ethylene glycol,YES,NO,NO,NO,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0
OLD BRIDGE CHEMIACLS INC,NJ,Chemicals,Lead  And Lead Compounds,YES,NO,YES,NO,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
OLD BRIDGE CHEMIACLS INC,NJ,Chemicals,Zinc compounds,NO,NO,NO,NO,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
REICHHOLD LLC 2,IL,Chemicals,Methyl methacrylate,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALHOUN PLASTICS & CHEMICALS,GA,Chemicals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN PLAINS SUPERIOR LLC,IA,Chemicals,n-Hexane,YES,NO,NO,NO,2602.0,0.0,0.0,0.0,2602.0,0.0,0.0,26.0,0.0,2628.0
WESTLAKE PETROCHEMICALS ETHYLENE,LA,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,45.6,0.0,495.7,495.7,45.6,0.0,0.0,0.0,495.7,541.3
LYONDELL CHEMICAL CO,TX,Chemicals,Acetonitrile,YES,NO,NO,NO,109766.0,0.013,66556.05,66556.063,109766.013,0.0,0.0,351081.0,66556.05,527403.063
AMERICAN JETWAY CORP,MI,Chemicals,Toluene,YES,NO,NO,NO,1000.0,0.0,0.0,194000.0,1000.0,0.0,0.0,0.0,0.0,191000.0
U.S. AMINES (PORTSMOUTH) LLC,VA,Chemicals,Allylamine,NO,NO,NO,NO,1183.0,0.0,0.0,0.0,1183.0,0.0,0.0,53900.0,0.0,55083.0
RESINOID ENGINEERING CORP,IL,Chemicals,Formaldehyde,YES,YES,NO,NO,2.05,0.0,0.0,0.0,2.05,0.0,0.0,14.15,0.0,16.2
THE ANDERSONS MARATHON HOLDINGS LLC - CLYMERS FACILITY,IN,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMTALL INCORPORATED; FLOCRYL LLC,GA,Chemicals,Chloromethane,YES,NO,NO,NO,10703.0,0.0,0.0,0.0,10703.0,860000.0,0.0,22000.0,0.0,893000.0
MARQUIS ENERGY-WISCONSIN LLC,WI,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,622.0,0.0,0.0,0.0,622.0,0.0,0.0,14618.0,0.0,15240.0
OXY VINYLS LP LA PORTE VCM PLANT,TX,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMES ADVANCED MATERIALS CORP,NJ,Chemicals,Aluminum (fume or dust),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDE  PORT ARTHUR 2,TX,Chemicals,Ammonia,NO,NO,NO,NO,45576.0,0.0,0.0,0.0,45576.0,0.0,0.0,0.0,0.0,45576.0
AMERICAN PACIFIC CORP UTAH OPERATIONS,UT,Chemicals,Nitric acid,NO,NO,NO,NO,368.5,66.8,0.0,66.8,435.3,0.0,0.0,0.0,0.0,435.3
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,TX,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,8563.0,0.0,0.0,0.0,8563.0,0.0,0.0,640.0,0.0,9203.0
ARLANXEO,TX,Chemicals,"1,3-Butadiene",YES,YES,NO,NO,38302.95,0.0,1296.1,1296.1,38302.95,0.0,0.0,886119.89,1296.1,925718.94
GEORGIA-PACIFIC CHEMICALS LLC,NC,Chemicals,Cresol (mixed isomers),YES,NO,NO,NO,870.0,0.0,12825.0,12825.0,870.0,0.0,0.0,32.0,13000.0,13902.0
FRONTIDA BIOPHARM LLC,PA,Chemicals,Methanol,YES,NO,NO,NO,0.0,2306.0,0.0,15154.0,2306.0,0.0,0.0,0.0,0.0,15154.0
CABOT CORP PAMPA DEVELOPMENT & MANUFACTURING CENTER,TX,Chemicals,Polycyclic aromatic compounds,YES,YES,YES,NO,2.0,331.5,0.0,331.5,333.5,0.0,0.0,0.0,0.0,333.5
LACC LLC US/LOTTE CHEMICAL LOUISIANA LLC,LA,Chemicals,Chlorine,YES,NO,NO,NO,106.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,106.0
NIPPON CHEMICAL TEXAS INC,TX,Chemicals,Propylene,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMERICAN PACIFIC CORP UTAH OPERATIONS,UT,Chemicals,"2,2-Dichloro-1,1,1-trifluoroethane (HCFC-123)",NO,NO,NO,NO,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0
SABIC INNOVATIVE PLASTICS MT. VERNON LLC,IN,Chemicals,p-Phenylenediamine,YES,NO,NO,NO,15054.0,0.0,29756.0,29756.0,15054.0,0.0,0.0,180.0,29756.0,44990.0
THE CHEMOURS CO,TX,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,6597.605,0.0,263.28,263.28,6597.605,0.0,0.0,932985.06,263.28,939845.945
THIRD COAST TERMINALS PEARLAND,TX,Chemicals,Polycyclic aromatic compounds,YES,YES,YES,NO,1.0,0.172,0.002,0.2,1.172,0.0,0.0,0.0,0.002,1.2
BASIN ELECTRIC ANTELOPE VALLEY STATION,ND,Chemicals,Hydrogen sulfide,NO,NO,NO,NO,42630.0,0.0,0.0,0.0,42630.0,0.0,0.0,1573906.0,0.0,2596536.0
GAC CHEMICAL CORP,ME,Chemicals,Ammonia,NO,NO,NO,NO,8647.27,0.0,0.0,0.0,8647.27,0.0,0.0,0.0,0.0,8647.27
CHEMCOAT INC,PA,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,250.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,136.4
CABOT CORP CANAL PLANT,LA,Chemicals,"Benzo[g,h,i]perylene",YES,NO,YES,NO,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
OQ CHEMICALS CORP BAY CITY PLANT,TX,Chemicals,Acrolein,YES,YES,NO,NO,89.0,0.0,0.0,0.0,89.0,0.0,0.0,4467.0,0.0,25747.4
EMERY OLEOCHEMICALS LLC CINCINNATI PLANT,OH,Chemicals,Ethylene glycol,YES,NO,NO,NO,522.0,112367.0,0.0,114752.0,112889.0,0.0,0.0,0.0,0.0,115274.0
LUBRIZOL ADVANCED MATERIALS,OH,Chemicals,Cyanide compounds,YES,NO,NO,NO,8.0,133.0,6.4,139.4,141.0,0.0,0.0,8881.0,6.4,9028.4
PPG INDUSTRIES OHIO INC - DELAWARE,OH,Chemicals,Methyl methacrylate,YES,NO,NO,NO,753.0,0.0,50.0,87.0,753.0,0.0,0.0,17719.0,50.0,18559.0
ECO SERVICES OPERATIONS CORP.,TX,Chemicals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,12137.51,0.0,0.0,0.0,12137.51,1203881.98,0.0,0.0,0.0,1216019.49
CJB INDUSTRIES INC CS PLANT,GA,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0
RSA CORP,CT,Chemicals,Diethanolamine,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHAMPIONX-FREEPORT,TX,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,18.34,0.04,699.02,701.56,18.38,0.0,0.11,0.0,699.02,719.9
AXALTA COATING SYSTEMS USA LLC,OH,Chemicals,Methyl isobutyl ketone,YES,YES,NO,NO,15.61,0.0,0.0,6042.71,15.61,0.0,0.0,0.0,0.0,6058.32
WESTLAKE LONGVIEW CORP,TX,Chemicals,Ammonia,NO,NO,NO,NO,7244.0,0.0,0.0,0.0,7244.0,0.0,0.0,93800.0,0.0,101044.0
DURA COAT PRODUCTS INC.,AL,Chemicals,Dimethyl phthalate,YES,NO,NO,NO,57.79,0.0,0.0,232.25,57.79,0.0,0.0,0.0,0.0,290.04
BOSTIK INC,IL,Chemicals,Benzoyl peroxide,YES,NO,NO,NO,44.0,220.0,0.0,220.0,264.0,0.0,0.0,0.0,0.0,264.0
LATICRETE INTERNATIONAL INC.,CT,Chemicals,Lithium carbonate,NO,NO,NO,NO,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
BUCKMAN LABORATORIES INC.,MO,Chemicals,Ammonia,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STATE INDUSTRIAL PRODUCTS,OH,Chemicals,Ethylene glycol,YES,NO,NO,NO,255.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,255.0
AKZONOBEL AEROSPACE COATINGS,IL,Chemicals,Diisocyanates,NO,NO,NO,NO,15.0,0.0,0.0,5663.0,15.0,0.0,14.0,0.0,0.0,5678.0
H-I-S PAINT MANUFACTURING CO INC,OK,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,0.0,0.0,0.0,6764.0,0.0,0.0,0.0,0.0,0.0,6764.0
SUN CHEMICAL,DE,Chemicals,Cyclohexane,NO,NO,NO,NO,47.0,0.0,3897.0,21349.0,47.0,0.0,12839.0,1858.0,3897.0,23254.0
CF INDUSTRIES NITROGEN LLC - YAZOO CITY MISSISSIPPI PLANT,MS,Chemicals,Methanol,YES,NO,NO,NO,22774.0,0.0,0.0,0.0,22774.0,0.0,0.0,0.0,0.0,22774.0
TEXMARK CHEMICALS INC,TX,Chemicals,Isobutyraldehyde,NO,NO,NO,NO,94.0,0.0,0.0,0.0,94.0,0.0,0.0,1.0,0.0,95.0
CAMCO CHEMICAL CO. INC.,KY,Chemicals,Certain glycol ethers,YES,NO,NO,NO,1.0,251.28,2889.72,3141.0,252.28,0.0,0.0,0.0,2889.72,3142.0
BAKELITE CHEMICALS LLC,MI,Chemicals,Acetaldehyde,YES,YES,NO,NO,24.0,0.0,0.0,0.0,24.0,0.0,0.0,33000.0,0.0,33024.0
BASF CORP,PA,Chemicals,Acrylamide,YES,YES,NO,NO,60.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,61.0
CHEMOURS WASHINGTON WORKS,WV,Chemicals,Methanol,YES,NO,NO,NO,4665.0,141.3,0.0,141.3,4806.3,0.0,0.0,92101.0,0.0,96907.3
PLAZE INC,MO,Chemicals,Toluene,YES,NO,NO,NO,10.0,10200.0,0.0,10200.0,10210.0,0.0,0.0,0.0,0.0,10210.0
ITAFOS CONDA LLC,ID,Chemicals,Hydrogen fluoride,YES,NO,NO,NO,130417.2,0.0,0.0,0.0,130417.2,0.0,0.0,1825.9,0.0,132243.1
NOVASTAR LP,TX,Chemicals,Carbon disulfide,YES,NO,NO,NO,10.6,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,10.6
ARKEMA INC,MI,Chemicals,Styrene,YES,YES,NO,NO,115.0,0.0,30.0,1190.0,115.0,0.0,250.0,180.0,30.0,1485.0
RUST-OLEUM CORP,WI,Chemicals,Zinc compounds,NO,NO,NO,NO,3.57,3857.0,0.0,3857.0,3860.57,0.0,0.0,0.0,0.0,3860.57
EAST DUBUQUE NITROGEN FERTILIZERS LLC,IL,Chemicals,Vanadium compounds,NO,NO,NO,NO,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
LUBRIZOL CORP BAYPORT FACILITY,TX,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,2233.0,726.72,8357.28,9084.0,2959.72,0.0,0.0,5681.0,8357.28,16998.0
SEAGATE TERMINALS SAVANNAH LLC,GA,Chemicals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,NO,NO,9540.0,0.0,0.0,0.0,9540.0,0.0,0.0,473270.0,0.0,482810.0
BIRLA CARBON USA INC,LA,Chemicals,Carbon disulfide,YES,NO,NO,NO,9864.76,0.0,0.0,0.0,9864.76,0.0,0.0,1972952.0,0.0,1982816.76
US BORAX INC.,CA,Chemicals,Zinc compounds,NO,NO,NO,NO,1343.19,117546.28,0.0,117546.28,118889.47,0.0,0.0,0.0,0.0,118889.47
CARGILL INC SALT DIV,OK,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE DOW CHEMICAL CO,MI,Chemicals,3-Chloro-2-methyl-1-propene,NO,YES,NO,NO,17.0,0.0,10130.0,39130.0,17.0,0.0,0.0,1000.0,10130.0,40147.0
3M CHEMICAL OPERATIONS' COTTAGE GROVE FACILITY,MN,Chemicals,Aluminum (fume or dust),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMTRADE SOLUTIONS LLC,WA,Chemicals,Hydrogen sulfide,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36612000.0
POL-TEX,TX,Chemicals,Polycyclic aromatic compounds,YES,YES,YES,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMERICAN CHEMICAL SOLUTIONS LLC,MI,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,207.0,277.2,4157.8,4435.0,484.2,0.0,0.0,0.0,4200.0,4690.0
STEPAN CO MILLSDALE ROAD,IL,Chemicals,Dimethyl sulfate,YES,YES,NO,NO,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
SOLENIS LLC,VA,Chemicals,Acrylic acid,YES,NO,NO,NO,127.0,138.0,10.0,148.0,265.0,0.0,0.0,2914.0,10.0,3189.0
PRESTONE PRODUCTS,IL,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURF CARE SUPPLY LLC.,OH,Chemicals,N-Methyl-2-pyrrolidone,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POET BIOREFINING-MARION LLC,OH,Chemicals,Methanol,YES,NO,NO,NO,3060.0,0.0,0.0,0.0,3060.0,0.0,0.0,110000.0,0.0,113060.0
J R SIMPLOT CO DON SID ING,ID,Chemicals,Ammonia,NO,NO,NO,NO,449570.0,7887.0,59.0,7946.0,457457.0,0.0,0.0,1490881.0,59.0,1948397.0
SENSIENT COLORS LLC,MO,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIR PRODUCTS & CHEMICALS INC (MARTINEZ-WATERFRONT ROAD),CA,Chemicals,Zinc compounds,NO,NO,NO,NO,0.018,0.0,0.0,140445.0,0.018,0.0,140445.0,0.0,0.0,140445.018
WILBUR-ELLIS CO RNA,CA,Chemicals,Ammonia,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTLAKE PETROCHEMICALS ETHYLENE,LA,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,455.66,0.0,32.35,32.35,455.66,0.0,0.0,12040.43,32.35,12528.44
MACDERMID INC,MI,Chemicals,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,NO,NO,NO,2.79,1851.78,0.0,1851.78,1854.57,0.0,0.0,0.0,0.0,1854.57
AGRAFORM,MO,Chemicals,Thiodicarb,NO,NO,NO,NO,50.49,0.0,17500.0,17500.0,50.49,0.0,0.0,0.0,17500.0,17550.49
MEYER LABORATORY INC.,MO,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUDICK INC,OH,Chemicals,Diisocyanates,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABSOLUTE ENERGY LLC,IA,Chemicals,Acetaldehyde,YES,YES,NO,NO,5782.6,0.0,0.0,0.0,5782.6,0.0,0.0,34139.22,0.0,39921.82
